Elemento,Coccion,T_desgrasante,Composicion,Densidad,Textura,Grosor₍mm),Tamaño(cm),Acabado_Interno,Acabado_Externo,Dureza,Color_Munsell,Ahumado,Tecnica,Elemento₁,Localizacion,Baño,Color_Baño,Engobe,Color_Engobe,Estilo_ceramico,Color_Eng _o_baño2
cuerpo,1,0,3,0,0,"6,00","3,00",3,3,0,5YR5/6,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,1,2,5,1,0,"14,00","3,00",2,1,0,5YR4/6,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,0,0,0,0,"4,00","2,00",1,1,0,75YR4/2,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,1,2,0,0,0,"9,00","6,00",1,3,1,75YR6/6,1,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,1,1,5,1,0,"5,00","3,00",1,1,0,2.5YR5/8,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,1,1,0,1,0,"9,00","7,00",0,0,0,75YR5/3,1,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,1,1,0,1,0,"10,00","5,00",0,0,0,75YR5/3,1,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,1,1,0,1,0,"12,00","7,00",2,2,0,75YR5/3,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,1,1,0,1,0,"7,00","3,00",2,2,0,75YR5/4,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,1,1,6,0,0,"7,00","3,00",2,2,1,75YR4/2,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,1,1,6,0,0,"8,00","4,00",2,2,1,75YR5/4,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,3,2,1,0,"8,00","3,00",1,1,0,2.5YR5/8,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,3,6,0,0,"10,00","4,00",2,2,1,2.5YR5/8,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,3,2,1,0,"8,00","3,00",1,1,0,2.5YR5/8,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,3,2,0,0,"7,00","2,00",1,1,0,2.5YR5/8,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,3,1,0,0,"8,00","2,00",2,1,0,2.5YR5/8,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,0,1,0,0,"5,00","3,00",3,3,0,75YR3/2,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,2,6,1,0,"6,00","3,00",2,2,1,5YR5/6,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,1,4,0,0,"6,00","2,00",2,2,0,5YR5/6,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,1,4,0,0,"6,00","2,00",2,2,0,5YR5/6,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,1,2,0,0,0,"7,00","6,00",1,1,1,5YR5/6,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,2,0,0,0,"4,00","2,00",1,1,0,5YR5/6,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,2,2,0,0,"10,00","3,00",2,2,1,5YR5/6,1,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,2,3,0,0,"6,00","2,00",1,1,0,5YR5/6,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,2,6,0,0,"9,00","2,00",2,2,1,5YR4/6,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,2,2,1,0,"8,00","2,00",2,1,0,5YR4/6,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,2,6,0,0,"7,00","3,00",2,2,1,5YR4/4,2,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,3,5,0,0,"12,00","3,00",1,2,0,2.5YR4/4,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,2,6,0,0,"7,00","3,00",1,1,1,75YR5/6,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,2,3,1,0,"11,00","5,00",1,2,1,75YR5/6,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,1,3,0,0,"9,00","2,00",2,2,1,5YR5/6,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,2,6,0,0,"9,00","3,00",2,1,1,5YR5/6,1,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,2,2,0,0,"7,00","3,00",1,2,0,5YR5/6,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,2,3,0,0,"7,00","3,00",2,2,1,75YR3/2,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,2,3,1,0,"7,00","3,00",1,1,0,5YR5/6,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,2,2,1,0,"5,00","3,00",2,2,0,5YR5/6,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,2,0,0,0,"7,00","4,00",2,2,0,5YR5/6,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,2,2,0,0,"6,00","2,00",2,2,0,5YR5/6,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,2,3,0,0,"9,00","3,00",2,2,0,5YR5/6,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,2,2,0,0,"6,00","2,00",2,1,0,5YR5/6,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,1,0,0,0,"6,00","2,00",2,2,0,5YR5/6,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,1,4,0,0,"5,00","3,00",2,2,0,5YR5/6,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,1,2,0,0,"8,00","3,00",2,2,1,75YR4/4,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,1,0,0,0,"5,00","3,00",2,2,1,75YR4/4,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,1,6,0,0,"4,00","3,00",3,3,1,75YR4/4,0,4,3,1,2,Café,0,No,Dentada estampado,No
cuerpo,0,2,0,0,1,"6,00","2,00",2,2,0,75YR5/4,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,1,1,0,0,"7,00","5,00",2,2,0,75YR5/6,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,1,1,4,0,0,"5,00","4,00",1,1,0,5YR6/8,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,1,4,0,0,"6,00","2,00",3,1,0,5YR6/8,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,2,0,0,0,"12,00","3,00",2,2,1,75YR6/6,1,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,2,4,0,0,"7,00","3,00",2,2,0,75yr5/6,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,2,2,1,0,"9,00","4,00",2,2,1,5YR5/8,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,2,2,1,0,"11,00","3,00",2,2,1,5YR5/8,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,2,2,1,0,"12,00","4,00",1,2,1,5YR5/8,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,2,2,0,0,"7,00","4,00",2,2,1,5YR5/8,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,2,2,0,0,"6,00","4,00",2,2,1,5YR5/8,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,2,2,0,0,"7,00","5,00",2,2,1,5YR5/8,1,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,2,2,0,0,"7,00","3,00",2,2,0,5YR5/8,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,2,2,0,0,"7,00","7,00",2,1,1,5YR5/8,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,2,2,0,0,"7,00","2,00",3,3,1,75YR4/6,2,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,2,2,0,0,"7,00","3,00",3,3,1,5YR5/8,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,2,5,1,0,"10,00","3,00",1,1,1,75yr56/6,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,3,5,1,0,"12,00","4,00",1,1,1,75yt6/6,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,3,5,1,0,"9,00","3,00",1,2,1,5yr5/6,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,2,6,0,0,"5,00","3,00",1,1,1,5YR5/4,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,2,5,0,0,"5,00","3,00",1,2,1,5yr5/4,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,2,5,0,0,"7,00","3,00",1,2,1,5yr5/6,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,3,5,1,0,"7,00","3,00",1,1,1,5yr5/4,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,1,2,6,0,0,"7,00","4,00",2,2,1,5yr5/8,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,3,2,1,0,"9,00","3,00",2,1,0,5yr5/4,1,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,2,6,0,0,"7,00","4,00",2,2,1,75YR4/4,1,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,1,6,0,0,"6,00","2,00",3,3,1,75YR5/4,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,2,2,0,0,"12,00","3,00",2,2,1,5YR5/4,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,1,3,2,0,0,"10,00","3,00",2,1,1,5YR6/8,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,1,1,2,0,0,"6,00","2,00",2,2,1,75yr5/6,2,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,2,6,0,0,"8,00","3,00",1,2,2,75yr4/4,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,1,3,5,1,0,"9,00","3,00",1,1,0,75yr6/3,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,2,3,0,0,"7,00","3,00",2,1,1,75yr5/6,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,1,1,2,0,0,"6,00","3,00",2,2,1,5yr5/6,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,1,5,0,0,"7,00","2,00",2,3,1,74yr4/4,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,3,2,1,0,"9,00","4,00",2,2,1,5yr6/6,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,2,2,0,0,"7,00","5,00",2,2,1,5yr6/6,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,2,2,0,0,"7,00","4,00",1,1,0,5yr6/6,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,2,2,0,0,"8,00","2,00",1,2,1,5yr6/6,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,2,2,0,0,"1,00","3,00",1,2,1,5yr6/6,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,2,2,0,0,"11,00","3,00",2,2,1,5YR4/4,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,2,2,0,0,"9,00","4,00",2,2,1,5yr6/6,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,2,6,0,0,"8,00","4,00",2,2,1,5YR4/4,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,2,6,0,0,"9,00","3,00",2,2,1,5YR4/4,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,2,6,0,0,"8,00","3,00",2,2,1,5YR4/4,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,2,6,0,0,"8,00","3,00",2,2,1,5YR4/4,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,2,2,0,0,"8,00","3,00",2,2,0,5YR4/4,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,2,2,0,0,"8,00","2,00",2,2,1,5YR4/4,2,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,2,2,0,0,"7,00","3,00",1,1,0,5yr5/6,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,2,6,0,0,"6,00","4,00",2,2,1,5YR4/4,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,2,6,0,0,"5,00","3,00",1,2,1,5YR4/4,2,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,2,6,0,0,"6,00","3,00",2,2,1,5YR4/4,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,2,6,0,0,"7,00","2,00",2,2,0,5yr5/4,0,4,3,1,0,No,0,No,Dentada estampado,No
cuerpo,1,2,0,0,1,"9,00","2,00",2,1,0,5yr6/8,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,2,6,0,0,"8,00","3,00",2,2,1,Café rojizo,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,2,2,0,0,"8,00","3,00",3,3,1,5YR4/4,0,0,0,0,3,café,0,No,Sin identificar,No
cuerpo,1,1,5,0,0,"8,00","3,00",2,2,1,75yr4/2,2,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,1,1,5,0,0,"7,00","3,00",2,2,1,75yr4/2,2,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,2,6,0,0,"10,00","3,00",2,2,1,75yr5/4,1,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,2,6,1,0,"11,00","4,00",2,2,1,5YR5/6,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,1,6,0,0,"8,00","2,00",2,2,1,5yr5/4,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,1,6,0,0,"8,00","3,00",2,2,0,5YR576,2,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,1,1,4,0,0,"6,00","3,00",2,2,0,5YR5/6,1,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,1,6,0,0,"7,00","3,00",1,1,0,5yr5/4,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,1,1,2,0,0,"7,00","3,00",2,2,1,5yr5/4,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,1,6,0,0,"6,00","2,00",2,2,1,5yr4/3,1,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,1,2,0,0,"6,00","3,00",2,2,1,5yr5/6,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,1,6,0,0,"10,00","4,00",2,2,1,2.5yr5/8,2,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,1,1,4,0,0,"5,00","3,00",2,2,1,10yr6/4,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,1,1,5,0,0,"6,00","2,00",2,2,1,75yr4/2,3,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,1,1,6,0,0,"6,00","3,00",2,2,1,75yr5/4,1,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,2,0,0,0,"8,00","3,00",1,1,0,2.5yr5/8,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,3,2,1,0,"9,00","3,00",2,2,1,2.5yr5/8,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,3,2,1,0,"10,00","3,00",1,1,0,2.5yr5/8,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,2,5,0,0,"6,00","2,00",2,2,1,5yr4/3,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,2,6,0,0,"7,00","4,00",2,2,1,5YR4/3,1,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,1,2,0,0,"9,00","2,00",2,2,1,5YR6/6,0,4,3,1,0,No,0,No,Dentada estampado,No
cuerpo,0,2,6,0,0,"6,00","4,00",2,2,1,5yr6/6,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,1,2,4,0,0,"9,00","3,00",2,2,1,5yr5/6,0,6,5,1,0,No,0,No,Incisa ancha,No
cuerpo,0,2,2,0,0,"8,00","3,00",2,2,1,5yr4/6,1,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,1,2,0,0,0,"8,00","3,00",1,1,1,10yr6/2,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,1,0,2,0,0,"6,00","3,00",3,3,0,5YR5/6,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,1,5,0,0,"6,00","2,00",2,2,1,5YR3/2,2,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,3,5,0,0,"7,00","3,00",2,2,1,2.5yr4/6,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,2,5,0,0,"6,00","3,00",2,2,1,5YR5/6,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,3,6,0,0,"8,00","3,00",2,2,1,5YR5/6,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,2,5,0,0,"7,00","4,00",2,2,1,5YR5/6,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,1,2,5,0,0,"7,00","3,00",2,2,1,5yr5/6,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,1,6,0,0,"8,00","2,00",2,2,1,5yr6/4,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,1,6,0,0,"6,00","4,00",2,2,1,5YR5/6,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,3,5,1,0,"9,00","3,00",1,1,0,2.5yr5/8,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,1,5,0,0,"7,00","3,00",2,2,0,2.5yr5/8,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,2,4,0,0,"8,00","3,00",2,2,1,10yr5/4,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,2,6,0,0,"7,00","3,00",2,2,1,10yr5/4,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,2,2,0,0,"9,00","3,00",2,2,1,75yr5/4,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,2,4,0,0,"7,00","3,00",2,2,1,10yr5/4,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,2,4,0,0,"9,00","4,00",2,2,0,75yr5/4,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,2,2,0,0,"10,00","2,00",2,2,1,10yr5/3,0,4,3,1,0,No,0,No,Dentada estampado,No
cuerpo,0,2,6,0,0,"6,00","2,00",3,3,1,10yr5/3,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,2,2,0,0,"10,00","3,00",3,3,1,5YR5/4,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,2,2,0,0,"8,00","4,00",2,2,1,5yr5/4,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,2,2,0,0,"7,00","3,00",2,2,1,5yr5/4,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,2,2,0,0,"8,00","3,00",2,1,1,5yr5/8,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,2,2,0,0,"7,00","3,00",2,2,1,75yr5/6,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,2,6,0,0,"7,00","2,00",2,2,2,5yr5/4,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,2,5,0,0,"8,00","3,00",2,2,1,5yr5/4,1,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,2,6,0,0,"9,00","3,00",2,2,0,75yr6/4,1,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,1,1,0,0,"7,00","2,00",3,3,1,10yr6/3,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,2,1,0,0,"10,00","3,00",2,3,1,75yr5/4,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,2,6,0,0,"6,00","2,00",3,3,1,75yr5/4,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,2,6,0,0,"7,00","3,00",3,2,2,75yr5/4,2,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,2,6,0,0,"8,00","3,00",2,2,1,75yr4/4,3,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,2,6,0,0,"7,00","2,00",2,2,1,5yr5/6,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,2,2,0,0,"6,00","2,00",2,1,0,75yr5/6,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,2,2,0,0,"7,00","3,00",1,2,1,75yr4/2,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,2,0,0,0,"5,00","2,00",3,2,1,75yr4/2,2,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,2,4,0,1,"6,00","2,00",1,1,0,5yr5/6,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,2,2,0,0,"9,00","3,00",2,1,1,5yr5/8,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,1,2,0,0,"7,00","3,00",2,2,1,2.5yr5/8,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,2,5,0,0,"9,00","3,00",1,2,1,75yr5/4,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,2,0,0,0,"9,00","3,00",1,2,1,10yr4/2,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,2,0,0,0,"4,00","4,00",1,2,1,75yr4/6,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,2,2,0,0,"9,00","3,00",1,1,1,75YR5/3,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,2,1,0,1,"6,00","3,00",1,1,0,5yr5/8,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,2,6,0,0,"6,00","3,00",2,2,1,74yr4/2,2,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,1,2,0,0,0,"4,00","2,00",1,1,0,10yr6/3,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,2,6,0,0,"5,00","2,00",1,1,0,75YR4/6,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,1,2,4,0,0,"6,00","3,00",1,1,0,5yr5/8,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,2,0,0,0,"5,00","3,00",1,2,1,75YR5/3,2,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,2,2,0,0,"7,00","2,00",1,1,1,75yr4/2,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,2,5,0,0,"8,00","2,00",1,1,1,5yr5/8,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,2,5,0,0,"7,00","2,00",2,1,0,5yr5/8,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,2,0,0,0,"4,00","3,00",1,2,0,10yr3/2,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,3,2,1,0,"8,00","5,00",1,1,0,5yr5/8,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,3,6,0,0,"6,00","3,00",1,1,0,5yr5/8,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,2,5,0,0,"9,00","3,00",1,1,1,5yr6/6,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,2,6,0,0,"7,00","4,00",2,1,0,5yr5/8,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,2,6,0,0,"7,00","2,00",1,1,0,5yr5/8,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,2,6,0,0,"7,00","3,00",1,1,0,5yr5/8,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,2,6,0,0,"8,00","3,00",2,2,1,5yr5/8,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,0,0,0,0,"4,00","3,00",1,2,1,5YR5/8,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,2,6,0,0,"8,00","2,00",1,1,1,5yr5/8,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,1,5,0,0,"6,00","3,00",2,2,1,75YR4/4,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,1,5,0,0,"7,00","3,00",2,2,1,75yr4/4,0,4,3,1,0,No,0,No,Dentada estampado,No
cuerpo,0,1,0,0,0,"6,00","3,00",2,2,1,75yr4/4,2,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,2,2,0,0,"7,00","3,00",3,3,1,2.5yr5/8,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
cuerpo,0,2,2,0,0,"6,00","3,00",1,3,1,75yr476,0,0,0,0,0,No,0,No,Sin identificar,No
cuerpo,0,1,6,0,0,"8,00","3,00",2,2,1,2.5yr5/6,0,0,0,0,0,No,0,No,Momil Rojo sencilla,No
