,Coccion,T_desgrasante,Composicion,Densidad,Textura,Grosor₍mm),Tamaño(cm),Acabado_Interno,Acabado_Externo,Dureza,Ahumado,Tecnica,Elemento₁,Localizacion,Baño,Engobe,Cluster
288,0,2,6,0,0,7,2,2,2,0,0,4,3,1,0,0,1
289,1,2,0,0,1,9,2,2,1,0,0,0,0,0,0,0,2
290,0,2,6,0,0,8,3,2,2,1,0,0,0,0,0,0,1
291,0,2,2,0,0,8,3,3,3,1,0,0,0,0,3,0,2
292,1,1,5,0,0,8,3,2,2,1,2,0,0,0,0,0,1
293,1,1,5,0,0,7,3,2,2,1,2,0,0,0,0,0,1
294,0,2,6,0,0,10,3,2,2,1,1,0,0,0,0,0,1
295,0,2,6,1,0,11,4,2,2,1,0,0,0,0,0,0,3
296,0,1,6,0,0,8,2,2,2,1,0,0,0,0,0,0,1
297,0,1,6,0,0,8,3,2,2,0,2,0,0,0,0,0,1
298,1,1,4,0,0,6,3,2,2,0,1,0,0,0,0,0,1
299,0,1,6,0,0,7,3,1,1,0,0,0,0,0,0,0,1
300,1,1,2,0,0,7,3,2,2,1,0,0,0,0,0,0,2
301,0,1,6,0,0,6,2,2,2,1,1,0,0,0,0,0,1
302,0,1,2,0,0,6,3,2,2,1,0,0,0,0,0,0,2
303,0,1,6,0,0,10,4,2,2,1,2,0,0,0,0,0,1
304,1,1,4,0,0,5,3,2,2,1,0,0,0,0,0,0,1
305,1,1,5,0,0,6,2,2,2,1,3,0,0,0,0,0,1
306,1,1,6,0,0,6,3,2,2,1,1,0,0,0,0,0,1
307,0,2,0,0,0,8,3,1,1,0,0,0,0,0,0,0,2
308,0,3,2,1,0,9,3,2,2,1,0,0,0,0,0,0,2
309,0,3,2,1,0,10,3,1,1,0,0,0,0,0,0,0,3
310,0,2,5,0,0,6,2,2,2,1,0,0,0,0,0,0,1
311,0,2,6,0,0,7,4,2,2,1,1,0,0,0,0,0,1
312,0,1,2,0,0,9,2,2,2,1,0,4,3,1,0,0,0
313,0,2,6,0,0,6,4,2,2,1,0,0,0,0,0,0,1
314,1,2,4,0,0,9,3,2,2,1,0,6,5,1,0,0,0
315,0,2,2,0,0,8,3,2,2,1,1,0,0,0,0,0,2
316,1,2,0,0,0,8,3,1,1,1,0,0,0,0,0,0,2
317,1,0,2,0,0,6,3,3,3,0,0,0,0,0,0,0,2
318,0,1,5,0,0,6,2,2,2,1,2,0,0,0,0,0,1
319,0,3,5,0,0,7,3,2,2,1,0,0,0,0,0,0,1
320,0,2,5,0,0,6,3,2,2,1,0,0,0,0,0,0,1
321,0,3,6,0,0,8,3,2,2,1,0,0,0,0,0,0,1
322,0,2,5,0,0,7,4,2,2,1,0,0,0,0,0,0,1
323,1,2,5,0,0,7,3,2,2,1,0,0,0,0,0,0,1
324,0,1,6,0,0,8,2,2,2,1,0,0,0,0,0,0,1
325,0,1,6,0,0,6,4,2,2,1,0,0,0,0,0,0,1
326,0,3,5,1,0,9,3,1,1,0,0,0,0,0,0,0,1
327,0,1,5,0,0,7,3,2,2,0,0,0,0,0,0,0,1
328,0,2,4,0,0,8,3,2,2,1,0,0,0,0,0,0,1
329,0,2,6,0,0,7,3,2,2,1,0,0,0,0,0,0,1
330,0,2,2,0,0,9,3,2,2,1,0,0,0,0,0,0,2
331,0,2,4,0,0,7,3,2,2,1,0,0,0,0,0,0,1
332,0,2,4,0,0,9,4,2,2,0,0,0,0,0,0,0,1
333,0,2,2,0,0,10,2,2,2,1,0,4,3,1,0,0,0
334,0,2,6,0,0,6,2,3,3,1,0,0,0,0,0,0,1
335,0,2,2,0,0,10,3,3,3,1,0,0,0,0,0,0,2
336,0,2,2,0,0,8,4,2,2,1,0,0,0,0,0,0,2
337,0,2,2,0,0,7,3,2,2,1,0,0,0,0,0,0,2
338,0,2,2,0,0,8,3,2,1,1,0,0,0,0,0,0,2
339,0,2,2,0,0,7,3,2,2,1,0,0,0,0,0,0,2
340,0,2,6,0,0,7,2,2,2,2,0,0,0,0,0,0,1
341,0,2,5,0,0,8,3,2,2,1,1,0,0,0,0,0,1
342,0,2,6,0,0,9,3,2,2,0,1,0,0,0,0,0,1
343,0,1,1,0,0,7,2,3,3,1,0,0,0,0,0,0,2
344,0,2,1,0,0,10,3,2,3,1,0,0,0,0,0,0,2
345,0,2,6,0,0,6,2,3,3,1,0,0,0,0,0,0,1
346,0,2,6,0,0,7,3,3,2,2,2,0,0,0,0,0,1
347,0,2,6,0,0,8,3,2,2,1,3,0,0,0,0,0,1
348,0,2,6,0,0,7,2,2,2,1,0,0,0,0,0,0,1
349,0,2,2,0,0,6,2,2,1,0,0,0,0,0,0,0,2
350,0,2,2,0,0,7,3,1,2,1,0,0,0,0,0,0,2
351,0,2,0,0,0,5,2,3,2,1,2,0,0,0,0,0,2
352,0,2,4,0,1,6,2,1,1,0,0,0,0,0,0,0,1
353,0,2,2,0,0,9,3,2,1,1,0,0,0,0,0,0,2
354,0,1,2,0,0,7,3,2,2,1,0,0,0,0,0,0,2
355,0,2,5,0,0,9,3,1,2,1,0,0,0,0,0,0,1
356,0,2,0,0,0,9,3,1,2,1,0,0,0,0,0,0,2
357,0,2,0,0,0,4,4,1,2,1,0,0,0,0,0,0,2
358,0,2,2,0,0,9,3,1,1,1,0,0,0,0,0,0,2
359,0,2,1,0,1,6,3,1,1,0,0,0,0,0,0,0,2
360,0,2,6,0,0,6,3,2,2,1,2,0,0,0,0,0,1
361,1,2,0,0,0,4,2,1,1,0,0,0,0,0,0,0,2
362,0,2,6,0,0,5,2,1,1,0,0,0,0,0,0,0,1
363,1,2,4,0,0,6,3,1,1,0,0,0,0,0,0,0,1
364,0,2,0,0,0,5,3,1,2,1,2,0,0,0,0,0,2
365,0,2,2,0,0,7,2,1,1,1,0,0,0,0,0,0,2
366,0,2,5,0,0,8,2,1,1,1,0,0,0,0,0,0,1
367,0,2,5,0,0,7,2,2,1,0,0,0,0,0,0,0,1
368,0,2,0,0,0,4,3,1,2,0,0,0,0,0,0,0,2
369,0,3,2,1,0,8,5,1,1,0,0,0,0,0,0,0,2
370,0,3,6,0,0,6,3,1,1,0,0,0,0,0,0,0,1
371,0,2,5,0,0,9,3,1,1,1,0,0,0,0,0,0,1
372,0,2,6,0,0,7,4,2,1,0,0,0,0,0,0,0,1
373,0,2,6,0,0,7,2,1,1,0,0,0,0,0,0,0,1
374,0,2,6,0,0,7,3,1,1,0,0,0,0,0,0,0,1
375,0,2,6,0,0,8,3,2,2,1,0,0,0,0,0,0,1
376,0,0,0,0,0,4,3,1,2,1,0,0,0,0,0,0,2
377,0,2,6,0,0,8,2,1,1,1,0,0,0,0,0,0,1
378,0,1,5,0,0,6,3,2,2,1,0,0,0,0,0,0,1
379,0,1,5,0,0,7,3,2,2,1,0,4,3,1,0,0,1
380,0,1,0,0,0,6,3,2,2,1,2,0,0,0,0,0,2
381,0,2,2,0,0,7,3,3,3,1,0,0,0,0,0,0,2
382,0,2,2,0,0,6,3,1,3,1,0,0,0,0,0,0,2
383,0,1,6,0,0,8,3,2,2,1,0,0,0,0,0,0,1
384,0,1,6,0,0,6,2,2,2,1,0,4,3,1,0,0,1
385,0,1,2,0,0,5,3,3,3,0,0,0,0,0,0,0,2
386,0,2,1,0,0,10,3,2,2,1,0,0,0,0,0,0,2
387,0,2,6,0,0,8,3,2,2,1,0,0,0,0,0,0,1
388,0,3,5,0,0,12,4,2,2,0,0,0,0,0,0,0,3
389,0,2,2,0,0,7,5,3,3,1,0,0,0,0,0,0,2
390,0,1,6,0,0,7,2,2,2,1,0,0,0,0,0,0,1
391,0,2,0,0,0,6,2,1,2,1,0,0,0,0,0,0,2
392,0,2,6,0,0,7,2,2,2,1,0,0,0,0,0,0,1
393,0,2,6,0,0,8,3,2,2,1,3,0,0,0,0,0,1
394,0,2,5,0,0,7,2,2,2,1,0,0,0,0,0,0,1
395,0,3,2,0,0,8,4,2,2,1,1,0,0,0,0,0,2
396,1,2,6,0,0,7,2,2,2,0,0,0,0,0,0,0,1
397,0,2,5,0,0,7,3,2,2,1,0,0,0,0,0,0,1
398,0,3,2,0,0,9,3,2,2,1,0,0,0,0,0,0,2
399,0,1,6,0,0,7,4,2,2,1,0,0,0,0,0,0,1
400,0,1,6,0,0,6,2,2,3,1,0,0,0,0,0,0,1
401,0,3,2,0,0,6,3,2,2,1,0,0,0,0,0,0,2
402,0,2,2,0,0,8,3,1,2,1,0,0,0,0,0,0,2
403,0,2,2,0,0,7,3,1,2,1,0,0,0,0,0,0,2
404,0,3,5,1,0,5,3,1,1,0,0,0,0,0,0,0,1
405,1,1,0,1,0,8,2,1,1,0,0,0,0,0,0,0,2
406,0,2,2,0,0,7,3,2,2,1,0,0,0,0,0,0,2
407,0,2,6,0,0,7,3,2,2,1,0,0,0,0,0,0,1
408,0,2,6,0,0,8,3,1,2,1,0,4,3,1,0,0,1
409,0,2,2,0,0,8,4,2,2,1,0,0,0,0,0,0,2
410,0,1,2,0,0,8,4,2,2,1,0,0,0,0,0,0,2
411,0,1,6,0,0,7,3,2,2,1,0,0,0,0,0,0,1
412,0,1,2,0,0,7,3,2,2,1,0,0,0,0,0,0,2
413,0,1,2,0,0,8,3,2,2,1,0,0,0,0,0,0,2
414,0,1,2,0,0,8,4,2,2,1,0,0,0,0,0,0,2
415,1,3,2,0,0,8,5,2,2,1,0,0,0,0,0,0,2
416,1,2,2,0,0,9,6,2,2,1,0,0,0,0,0,0,2
417,1,2,6,0,0,7,5,2,1,0,0,0,0,0,0,0,1
418,1,1,6,0,0,7,4,2,2,1,0,0,0,0,0,0,1
419,0,2,6,0,0,13,4,2,2,1,0,0,0,0,0,0,3
420,0,1,2,0,0,7,3,2,2,1,0,0,0,0,0,0,2
421,0,2,0,0,0,15,6,2,2,1,0,4,3,1,0,0,0
422,0,2,6,0,0,6,3,2,2,1,0,0,0,0,0,0,1
423,0,2,0,0,0,13,3,2,2,1,0,0,0,0,0,0,3
424,1,0,0,0,0,5,2,1,1,1,0,0,0,0,0,0,2
425,0,2,0,0,1,8,2,2,2,1,2,0,0,0,0,0,2
426,0,2,4,0,0,4,2,1,1,0,0,0,0,0,0,0,1
427,1,0,4,0,0,6,5,2,2,0,0,0,0,0,0,0,1
428,1,0,4,0,0,9,3,2,2,1,0,0,0,0,0,0,1
429,1,0,4,0,0,8,4,2,2,1,0,0,0,0,0,0,1
430,1,0,4,0,0,7,4,2,2,1,0,0,0,0,0,0,1
431,1,0,4,0,0,9,3,2,2,1,0,0,0,0,0,0,1
432,1,0,4,0,0,8,3,2,2,1,0,0,0,0,0,0,1
433,1,0,4,0,0,6,3,2,2,1,0,0,0,0,0,0,1
434,0,2,5,0,0,7,5,2,2,1,0,0,0,0,0,0,1
435,0,1,5,0,0,4,3,2,2,1,0,0,0,0,0,0,1
436,1,0,5,0,0,7,2,2,3,1,0,0,0,0,0,0,1
437,0,0,2,0,0,7,3,2,2,0,0,0,0,0,0,0,2
438,0,0,2,0,0,8,3,1,2,0,0,0,0,0,0,0,2
439,0,0,2,0,0,8,4,3,3,0,0,0,0,0,0,0,2
440,0,1,2,0,0,10,3,3,3,0,0,0,0,0,0,0,2
441,1,0,0,0,0,7,4,2,2,1,0,0,0,0,0,0,2
442,1,1,5,0,0,6,4,3,3,1,0,0,0,0,0,0,1
443,1,0,2,0,0,6,3,3,3,1,0,0,0,0,0,0,2
444,1,0,5,0,0,7,3,3,3,1,0,0,0,0,0,0,1
445,0,2,0,0,0,6,2,2,2,1,0,0,0,0,0,0,2
446,0,2,5,0,0,7,3,2,2,2,0,0,0,0,0,0,1
447,0,3,1,1,0,10,3,2,2,1,0,0,0,0,0,1,2
448,0,3,1,1,0,10,3,2,2,1,0,0,0,0,0,1,2
449,0,3,1,1,0,12,3,2,2,1,0,0,0,0,0,0,3
450,0,3,1,1,0,11,3,2,0,2,0,9,0,0,0,1,0
451,0,3,1,1,0,9,3,2,2,2,0,9,0,0,0,0,0
452,0,3,1,1,0,10,3,2,2,2,0,9,0,0,0,0,0
453,0,3,1,1,0,9,3,2,2,1,0,0,0,0,0,0,2
454,0,3,1,1,0,12,3,2,0,1,0,0,0,0,0,1,3
455,0,3,1,1,0,11,4,0,2,0,0,0,0,0,0,1,3
456,0,3,1,1,0,12,5,2,2,1,1,0,0,0,0,0,3
457,0,3,1,1,0,10,5,2,0,1,0,0,0,0,0,1,3
458,1,0,4,0,0,6,5,2,2,1,0,0,0,0,0,0,1
459,1,0,4,0,0,9,7,2,2,0,0,0,0,0,0,0,1
460,1,1,4,0,0,6,4,3,3,1,0,0,0,0,3,0,1
461,1,0,4,0,0,8,3,1,3,0,2,0,0,0,0,0,1
462,1,0,4,0,0,8,5,3,3,0,3,0,0,0,0,0,1
463,1,0,4,0,0,7,5,3,3,0,2,0,0,0,0,0,1
464,1,0,4,0,0,7,5,3,3,0,0,0,0,0,0,0,1
465,1,0,4,0,0,9,4,1,2,0,0,0,0,0,0,0,1
466,1,0,4,0,0,8,4,3,3,0,0,0,0,0,0,0,1
467,1,0,4,0,0,7,5,3,3,0,0,0,0,0,0,0,1
468,1,0,4,0,0,7,5,3,3,0,0,0,0,0,3,0,1
469,1,0,4,0,0,8,6,3,3,0,0,0,0,0,0,0,1
470,1,0,4,0,0,7,6,3,3,0,0,0,0,0,0,0,1
471,1,0,1,0,0,8,4,3,3,1,0,0,0,0,0,0,2
472,1,0,1,0,0,7,4,3,3,1,0,0,0,0,0,0,2
473,1,0,1,0,0,6,4,3,3,0,0,0,0,0,0,0,2
474,1,0,1,0,0,7,4,3,3,1,0,0,0,0,0,0,2
475,1,0,1,0,0,7,5,3,3,0,1,0,0,0,0,0,2
476,1,0,1,0,0,7,5,3,3,0,1,0,0,0,0,0,2
477,1,0,1,0,0,7,3,3,3,0,1,0,0,0,0,0,2
478,1,0,1,0,0,7,3,3,3,0,0,0,0,0,0,0,2
479,1,0,1,0,0,7,3,3,3,0,1,0,0,0,0,0,2
480,1,0,1,0,0,13,4,1,1,0,0,0,0,0,0,0,3
481,0,0,4,0,0,6,3,2,2,0,0,0,0,0,0,0,1
482,1,1,0,0,0,8,6,2,0,0,0,0,0,0,0,0,2
483,1,0,0,0,0,7,5,2,2,0,0,0,0,0,0,0,2
484,1,0,0,0,0,6,4,2,2,0,0,0,0,0,0,0,2
485,0,0,4,0,0,9,4,2,2,0,0,0,0,0,0,0,1
486,0,0,4,0,0,9,4,2,2,0,0,0,0,0,0,0,1
487,0,0,2,0,0,7,5,2,2,1,0,0,0,0,0,0,2
488,1,0,0,0,0,11,3,2,2,0,0,7,8,1,0,0,0
489,1,0,0,0,0,11,4,2,3,0,0,7,8,1,0,0,0
490,0,3,4,1,2,19,3,0,0,0,0,0,0,0,0,0,3
491,1,3,4,1,2,12,4,2,2,0,0,0,0,0,0,0,3
492,1,3,4,1,2,18,6,2,2,0,0,0,0,0,0,0,3
493,1,3,4,1,2,17,6,2,2,0,1,0,0,0,0,0,3
494,0,3,4,1,2,17,6,2,2,0,0,0,0,0,0,0,3
495,0,3,4,1,2,15,5,2,2,0,0,0,0,0,0,0,3
496,0,3,4,1,2,2,4,2,2,0,0,0,0,0,0,0,1
497,0,3,4,1,2,16,5,2,2,0,0,0,0,0,0,0,3
498,1,1,5,0,0,8,4,2,2,1,0,0,0,0,0,0,1
499,0,1,6,0,0,8,6,2,2,1,1,0,0,0,0,0,1
500,0,1,0,0,0,9,4,2,2,0,1,0,0,0,1,0,2
501,0,1,4,0,0,9,3,2,2,0,0,0,0,0,0,0,1
502,1,2,0,1,0,9,6,2,2,0,1,0,0,0,0,0,2
503,1,2,0,1,0,9,4,1,2,0,1,0,0,0,0,0,2
504,0,2,4,0,0,10,3,2,2,0,1,0,0,0,0,0,3
505,0,2,4,1,0,10,2,2,2,1,1,0,0,0,0,0,3
506,0,2,0,0,0,11,3,2,2,0,1,0,0,0,0,0,3
507,0,2,4,0,0,9,5,2,2,1,1,0,0,0,0,1,1
508,0,1,5,0,0,8,4,2,1,1,0,0,0,0,0,0,1
509,0,1,5,0,0,7,3,2,2,1,0,0,0,0,0,0,1
510,0,1,5,0,0,6,3,2,2,0,0,0,0,0,0,0,1
511,0,1,0,0,0,9,2,2,2,1,0,0,0,0,0,0,2
512,0,1,4,0,0,10,5,2,2,1,0,0,0,0,0,0,3
513,1,0,0,0,0,5,2,3,3,1,0,0,0,0,0,0,2
514,1,0,0,0,0,5,2,3,3,1,0,0,0,0,0,0,2
515,0,0,5,0,0,4,3,3,3,1,2,0,0,0,0,0,1
516,1,1,0,0,0,7,4,3,3,1,0,0,0,0,0,0,2
517,0,2,5,0,0,6,3,3,3,1,0,0,0,0,0,0,1
518,0,1,4,0,0,8,3,3,3,1,0,0,0,0,0,0,1
519,0,1,6,0,0,7,3,3,3,1,0,0,0,0,0,0,1
520,0,2,6,0,0,1,4,2,2,1,0,0,0,0,0,0,1
521,0,2,6,0,0,9,4,2,2,1,0,0,0,0,0,0,1
522,1,1,0,0,0,9,3,2,1,2,0,0,0,0,0,0,2
523,1,2,3,0,0,7,4,2,2,1,0,0,0,0,0,0,2
524,1,2,2,1,0,19,9,3,3,1,0,0,0,0,2,0,3
525,0,3,5,0,0,9,4,2,1,1,0,0,0,0,0,0,1
526,0,2,2,0,0,8,4,2,2,1,0,0,0,0,0,0,2
527,0,1,4,0,0,13,5,2,2,0,0,0,0,0,0,0,3
528,0,2,0,0,0,10,4,2,2,1,0,0,0,0,3,0,2
529,1,0,2,0,0,5,3,3,3,2,0,0,0,0,0,0,2
530,1,0,2,0,0,5,3,3,3,2,0,7,8,1,0,0,0
531,1,0,2,0,0,4,3,3,3,2,0,0,0,0,0,0,2
532,1,0,2,0,0,5,3,3,3,2,0,0,0,0,0,0,2
533,1,2,2,0,0,7,4,3,3,2,0,0,0,0,0,0,2
534,0,2,6,0,0,14,4,2,2,0,0,0,0,0,0,0,3
535,1,1,6,0,0,10,3,2,2,1,0,0,0,0,0,0,1
536,0,2,5,0,0,10,3,1,1,0,0,0,0,0,0,0,3
537,1,1,5,0,0,8,6,3,3,1,3,0,0,0,0,0,1
538,1,1,5,0,0,8,4,3,3,1,1,0,0,0,2,0,1
539,1,1,5,0,0,12,5,3,3,1,0,0,0,0,0,0,3
540,1,1,5,0,0,8,4,3,3,1,3,0,0,0,2,0,1
541,0,2,2,0,0,11,3,3,3,1,0,0,0,0,0,0,3
542,0,2,4,0,0,13,3,2,2,0,0,0,0,0,0,0,3
543,0,2,6,0,0,12,4,2,2,1,0,0,0,0,0,0,3
544,0,2,5,0,0,13,3,1,1,0,0,0,0,0,0,0,3
545,0,3,5,0,0,12,3,2,2,1,0,0,0,0,0,0,3
546,0,2,2,0,0,8,3,2,2,1,1,0,0,0,0,0,2
547,0,2,2,0,0,9,3,2,2,1,1,0,0,0,0,0,2
548,0,1,2,0,0,7,4,3,3,1,0,0,0,0,0,0,2
549,1,1,5,0,0,8,3,3,3,1,0,0,0,0,2,0,1
550,0,1,6,0,0,5,2,3,3,1,0,0,0,0,0,0,1
551,0,2,6,0,0,7,2,3,3,0,0,0,0,0,0,0,1
552,0,2,6,0,0,11,3,2,2,1,0,0,0,0,0,0,3
553,0,1,2,0,0,5,3,2,2,1,0,0,0,0,0,0,2
554,0,1,2,0,0,7,3,2,2,1,0,0,0,0,0,0,2
555,0,2,6,0,0,9,4,2,2,1,0,0,0,0,0,0,1
556,0,2,6,0,0,9,3,2,2,1,0,0,0,0,0,0,1
557,1,3,5,1,2,9,3,2,2,1,0,0,0,0,0,0,1
558,1,3,5,1,2,1,2,2,2,1,0,0,0,0,0,0,1
559,0,3,2,0,2,8,3,2,2,1,0,0,0,0,0,0,2
560,0,3,6,0,0,8,2,2,2,1,3,0,0,0,0,0,1
561,0,1,2,0,0,6,3,2,2,1,0,0,0,0,0,0,2
562,0,1,6,0,0,8,2,2,2,1,0,0,0,0,0,0,1
563,0,1,6,0,0,6,3,3,3,1,0,0,0,0,0,0,1
564,1,3,2,0,0,8,3,2,1,1,1,0,0,0,0,0,2
565,1,3,4,1,0,10,4,2,1,0,0,0,0,0,0,0,3
566,1,2,5,0,0,10,3,2,2,0,0,0,0,0,0,0,3
567,0,2,6,0,0,7,3,2,2,0,2,0,0,0,0,0,1
568,0,2,6,0,0,5,3,2,2,0,2,0,0,0,0,0,1
569,0,2,2,0,0,9,5,2,3,1,2,0,0,0,0,0,2
570,0,1,2,0,0,7,3,3,2,0,0,0,0,0,0,0,2
571,0,2,2,0,0,10,5,3,3,1,0,0,0,0,0,0,3
572,0,1,6,0,0,7,2,3,3,1,0,0,0,0,0,0,1
573,0,1,5,0,0,6,3,1,2,0,0,0,0,0,0,0,1
574,0,1,6,0,0,5,3,1,1,0,0,0,0,0,0,0,1
575,0,1,6,0,0,8,2,2,2,0,0,0,0,0,0,0,1
576,0,1,6,0,0,6,3,2,2,1,0,0,0,0,0,0,1
577,0,2,2,0,0,6,3,2,2,1,0,0,0,0,0,0,2
